delta_g_gb
-44.17791128000095
-40.371886800001434
-42.62323648000035
-37.18843128000009
-41.688421760001134
-39.70381567999915
-39.456862560000815
-37.66663136000051
-37.76625439999974
-37.67377824000044
-43.18186120000009
-36.64886775999889
-43.54406448000063
-39.287986959999884
-42.779472319999286
-34.722710559998816
-42.146513120001096
-37.4755145599991
-40.893647999999835
-40.926023360000315
-36.59621192000047
