delta_g_pb
-25.114399999999055
-28.21160000000024
-24.646200000000967
-24.170400000000292
-30.918599999999152
-28.22849999999908
-29.02380000000047
-29.367199999999333
-27.98489999999963
-24.525200000000982
-28.92769999999865
-28.322899999999603
-25.369799999999742
-28.062100000001053
-24.292499999999194
-23.367900000000688
-27.0058999999985
-28.26640000000077
-26.90729999999911
-29.132799999999026
-26.655299999999528
