delta_g_gb
-42.8675816799999
-35.443375440000196
-37.66481320000155
-40.685124560000446
-38.74374639999916
-38.30226872000023
-38.29753072000072
-41.438909600000315
-39.692265519999296
-41.597795519999295
-38.02167695999982
-42.125923359999675
-38.142220320001286
-38.56116431999954
-42.55057064000033
-38.48986248000067
-33.620255200000145
-31.509930800000166
-42.23514455999978
-39.71547127999999
-38.59523559999985
