delta_g_pb
-27.00650000000006
-21.413700000000457
-21.774500000001453
-25.168200000000333
-24.962399999999302
-24.244300000000074
-24.705100000000993
-27.4752000000002
-25.866699999999078
-28.269899999999083
-24.49909999999976
-28.685399999999497
-25.888600000001347
-23.577999999999648
-29.658900000000095
-25.350900000000596
-20.059000000000296
-20.145400000000144
-26.341699999999676
-25.826999999999664
-29.146600000000028
