delta_g_gb
-37.334559840000324
-39.30604656000049
-41.463441120000354
-40.749060879998694
-39.33755527999969
-39.58306415999978
-38.62131959999957
-36.17351384000028
-39.78751688000043
-40.75072840000027
-37.55126816000045
-37.31402031999912
-41.49468167999956
-38.447030879999744
-39.583930399999694
-42.157645519999484
-35.91971695999908
-40.8657847199995
-40.209319599999745
-34.74560352000033
-42.25749151999934
