delta_g_gb
-37.23614831999991
-41.69137448000009
-33.722152399999004
-40.51135687999902
-37.64830383999964
-35.61761720000047
-37.39123375999836
-39.14974375999946
-36.42170215999929
-31.603990239999575
-39.814114480000164
-38.27289896000057
-39.086960399999
-43.457028960000166
-39.17317271999916
-43.01286855999956
-45.24869047999995
-36.77063391999926
-37.7955851199994
-42.281466320000064
-38.81319927999888
