delta_g_pb
-22.112999999999673
-28.078600000000307
-21.166499999999157
-26.692699999998975
-24.753299999999783
-22.99810000000045
-23.419999999998282
-25.5413999999994
-20.66269999999935
-23.959699999999703
-28.026600000000016
-28.002400000000414
-26.43589999999888
-27.505699999999955
-22.19229999999913
-26.347199999999273
-31.195500000000045
-24.447299999998968
-25.03719999999928
-30.340200000000202
-26.987999999998856
