smiles,affinity,iteration
Cc1ccc(COC(=O)c2[nH]c3c(Br)cccc3c2CCCO)nc1Cl,-31.167778851047583,243
O=C(OCCOc1c(Cl)cccc1Cl)c1[nH]c2c(Br)cccc2c1CCCO,-39.437374767619005,244
Cc1cc(F)c(COC(=O)c2[nH]c3c(Br)cccc3c2CCCO)c(Br)c1,-47.75318378323805,245
CCSc1ccc(COC(=O)c2[nH]c3c(Br)cccc3c2CCCO)c(Br)c1,-32.57919471809525,246
COc1ccc(Cl)cc1COC(=O)c1[nH]c2c(Br)cccc2c1CCCO,-46.8427771918095,247
COc1cc(Cl)ccc1COC(=O)c1[nH]c2c(Br)cccc2c1CCCO,-45.944188087047664,248
COc1ccc(Cl)c(COC(=O)c2[nH]c3c(Br)cccc3c2CCCO)c1,-38.62483957142862,249
COc1cc(Br)ccc1COC(=O)c1[nH]c2c(Br)cccc2c1CCCO,-43.400361448190495,250
COc1ccc(COC(=O)c2[nH]c3c(Br)cccc3c2CCCO)cc1Br,-32.59889831752373,251
Cc1cc(COC(=O)c2[nH]c3c(Br)cccc3c2CCCO)ccc1Cl,-44.14601649504758,252
Cc1c(CCOC(=O)c2[nH]c3c(Br)cccc3c2CCCO)ccc(Cl)c1Cl,-29.308711778095237,253
COc1ccc(I)c(COC(=O)c2[nH]c3c(Br)cccc3c2CCCO)c1,-31.98855889276188,254
O=C(OCc1cc(F)cc(Cl)c1)c1[nH]c2c(Br)cccc2c1CCCO,-44.16670474704769,255
COc1cc(Cl)c(Br)cc1COC(=O)c1[nH]c2c(Br)cccc2c1CCCO,-48.89911446780956,256
CCCOc1ccc(Cl)cc1COC(=O)c1[nH]c2c(Br)cccc2c1CCCO,-45.09831460800004,257
COc1ccc(Br)cc1COC(=O)c1[nH]c2c(Br)cccc2c1CCCO,-43.87399885257141,258
COc1cc(Cl)ccc1CCOC(=O)c1[nH]c2c(Br)cccc2c1CCCO,-35.41644255390481,259
O=C(OCc1cc(F)cc(Br)c1)c1[nH]c2c(Br)cccc2c1CCCO,-36.63392986266666,260
CC(C)COc1ccccc1COC(=O)c1[nH]c2c(Br)cccc2c1CCCO,-37.52785976247616,261
C=C(Cl)COC(=O)c1[nH]c2cc(F)cc(F)c2c1C,-26.37142514742853,262
CCOc1cc(Br)ccc1COC(=O)c1[nH]c2c(Br)cccc2c1CCCO,-40.451901168190425,263
Cc1cccc(Br)c1COC(=O)c1[nH]c2c(Br)cccc2c1CCCO,-49.02470854361911,264
Cc1c(Br)cccc1COC(=O)c1[nH]c2c(Br)cccc2c1CCCO,-30.250251607999985,265
O=C(OCc1cc(Cl)cc(Br)c1F)c1[nH]c2c(Br)cccc2c1CCCO,-36.04944729447613,266
Cc1cccc(Cl)c1COC(=O)c1[nH]c2c(Br)cccc2c1CCCO,-41.69695956400001,267
CCOc1ccc(COC(=O)c2[nH]c3c(Br)cccc3c2CCCO)cc1Cl,-33.28533495219048,268
Cc1cc(Cl)cc(C)c1COC(=O)c1[nH]c2c(Br)cccc2c1CCCO,-44.90010168914286,269
Cc1cc(Cl)c(COC(=O)c2[nH]c3c(Br)cccc3c2CCCO)cc1C,-32.82411877161904,270
CSc1c(Br)cccc1COC(=O)c1[nH]c2c(Br)cccc2c1CCCO,-46.52970468685712,271
Cc1ccc(Br)cc1COC(=O)c1[nH]c2c(Br)cccc2c1CCCO,-39.71193515809529,272
Cc1cc(Br)ccc1COC(=O)c1[nH]c2c(Br)cccc2c1CCCO,-39.76282078514288,273
Cc1cc(Br)cc(COC(=O)c2[nH]c3c(Br)cccc3c2CCCO)c1,-43.27724689904755,274
O=C(OCc1cc(Cl)cc(I)c1)c1[nH]c2c(Br)cccc2c1CCCO,-42.3095208392381,275
O=C(OCc1cc(Br)cc(C(F)(F)F)c1)c1[nH]c2c(Br)cccc2c1CCCO,-33.88438889257141,276
Cc1ccc(I)cc1COC(=O)c1[nH]c2c(Br)cccc2c1CCCO,-43.20843348076188,277
Cc1c(I)cccc1COC(=O)c1[nH]c2c(Br)cccc2c1CCCO,-46.758228432761925,278
Cc1cc(I)ccc1COC(=O)c1[nH]c2c(Br)cccc2c1CCCO,-44.3205891146666,279
Cc1c(Cl)cccc1COC(=O)c1[nH]c2c(Br)cccc2c1CCCO,-34.795301522857145,280
CCCOc1cc(Br)ccc1COC(=O)c1[nH]c2c(Br)cccc2c1CCCO,-42.86626865961905,281
CCCOc1ccc(Br)cc1COC(=O)c1[nH]c2c(Br)cccc2c1CCCO,-36.22976465561909,282
Cc1c(Br)cc(COC(=O)c2[nH]c3c(Br)cccc3c2CCCO)cc1[N+](=O)[O-],-47.91899054190481,283
Cc1cc(COC(=O)c2[nH]c3c(Br)cccc3c2CCCO)ccc1Br,-36.76071229047624,284
O=C(OCc1c(Br)cccc1[N+](=O)[O-])c1[nH]c2c(Br)cccc2c1CCCO,-43.96550977047613,285
O=C(OCc1cc(Br)ccc1[N+](=O)[O-])c1[nH]c2c(Br)cccc2c1CCCO,-32.4815948291429,286
Cc1ccc(I)c(COC(=O)c2[nH]c3c(Br)cccc3c2CCCO)c1,-33.41970485257147,287
Cc1c(F)cccc1COC(=O)c1[nH]c2c(Br)cccc2c1CCCO,-34.91638168057141,288
O=C(OCc1ccc(Cl)c(I)c1)c1[nH]c2c(Br)cccc2c1CCCO,-44.84051957333333,289
O=C(OCc1ccc(I)c(Cl)c1)c1[nH]c2c(Br)cccc2c1CCCO,-36.551844552380935,290
O=C(OCc1cc(I)cc(I)c1)c1[nH]c2c(Br)cccc2c1CCCO,-30.71419130571427,291
COc1c(Br)cnc(COC(=O)c2[nH]c3c(Br)cccc3c2CCCO)c1C,-34.97571751257146,292
Cc1ccc(Cl)cc1COC(=O)c1[nH]c2c(Br)cccc2c1CCCO,-39.36185625219049,293
Cc1cccc(C)c1COC(=O)c1[nH]c2c(Br)cccc2c1CCCO,-38.78802433066669,294
O=C(OCCOc1c(Br)cccc1Br)c1[nH]c2c(Br)cccc2c1CCCO,-33.19460825695236,295
O=C(OCc1ccc(Cl)c(Br)c1F)c1[nH]c2c(Br)cccc2c1CCCO,-40.50202066095242,296
O=C(OCc1ccc(Br)c(Cl)c1F)c1[nH]c2c(Br)cccc2c1CCCO,-43.3354450106667,297
O=C(OCc1ccc(Cl)c(F)c1F)c1[nH]c2c(Br)cccc2c1CCCO,-39.53635624723804,298
O=C(OCc1cc(Br)cc(F)c1F)c1[nH]c2c(Br)cccc2c1CCCO,-44.60251125219047,299
O=C(OCc1cc(F)c(Br)cc1F)c1[nH]c2c(Br)cccc2c1CCCO,-39.57006037276187,300
O=C(OCc1ccc(Br)c(F)c1F)c1[nH]c2c(Br)cccc2c1CCCO,-40.14492205542861,301
N#Cc1ccc(Br)cc1COC(=O)c1[nH]c2c(Br)cccc2c1CCCO,-34.78774386876192,302
COc1cc(Br)c(COC(=O)c2[nH]c3c(Br)cccc3c2CCCO)cc1F,-45.718227389714215,303
COc1ccc(Cl)c(COC(=O)c2[nH]c3c(Br)cccc3c2CCCO)c1F,-43.25876611409527,304
O=C(OCc1cc(I)c(F)cc1F)c1[nH]c2c(Br)cccc2c1CCCO,-43.964888211809566,305
O=C(OCc1cc(Br)c(F)c(I)c1)c1[nH]c2c(Br)cccc2c1CCCO,-42.480836822476185,306
O=C(OCc1cc(Br)c(F)c(Br)c1)c1[nH]c2c(Br)cccc2c1CCCO,-41.983423859809534,307
O=C(OCc1cc(Br)c(Cl)cc1I)c1[nH]c2c(Br)cccc2c1CCCO,-37.41729388209531,308
COc1cc(Cl)cc(CCOC(=O)c2[nH]c3c(Br)cccc3c2CCCO)c1,-41.74240929371428,309
COc1ccc(Br)c(COC(=O)c2[nH]c3c(Br)cccc3c2CCCO)c1,-38.33986177028571,310
Cc1ccc(Br)c(COC(=O)c2[nH]c3c(Br)cccc3c2CCCO)c1,-41.47518558761904,311
COc1cc(C)c(Br)c(COC(=O)c2[nH]c3c(Br)cccc3c2CCCO)c1,-48.31609395257139,312
Cc1ccc(C(C)C)c(COC(=O)c2[nH]c3c(Br)cccc3c2CCCO)c1,-42.43859271161905,313
Cc1cc(C)c(C)c(COC(=O)c2[nH]c3c(Br)cccc3c2CCCO)c1,-44.885017065523776,314
Cc1c(C)c(C)c(COC(=O)c2[nH]c3c(Br)cccc3c2CCCO)c(C)c1C,-37.97535147047616,315
Cc1ccc(COC(=O)c2[nH]c3c(Br)cccc3c2CCCO)c(Cl)c1,-42.887304726476216,316
Cc1ccc(COC(=O)c2[nH]c3c(Br)cccc3c2CCCO)cc1I,-44.23053882514283,317
Cc1cc(COC(=O)c2[nH]c3c(Br)cccc3c2CCCO)ccc1I,-44.43065427238099,318
Cc1cc(COC(=O)c2[nH]c3c(Br)cccc3c2CCCO)c(C)cc1I,-45.909799898666655,319
Cc1ccc(COC(=O)c2[nH]c3c(Br)cccc3c2CCCO)c(Br)c1,-43.72845048799997,320
Cc1cc(COC(=O)c2[nH]c3c(Br)cccc3c2CCCO)ccc1F,-29.784374076000013,321
Cc1ccc(Cl)c(COC(=O)c2[nH]c3c(Br)cccc3c2CCCO)c1,-46.43015824971427,322
Cc1cc(Cl)c(COC(=O)c2[nH]c3c(Br)cccc3c2CCCO)c(Cl)n1,-45.899055811238135,323
Cc1cc(C)c(COC(=O)c2[nH]c3c(Br)cccc3c2CCCO)c(C)c1,-43.92660540704759,324
CCc1ccc(COC(=O)c2[nH]c3c(Br)cccc3c2CCCO)nc1,-39.13149886799998,325
Cc1cc(COC(=O)c2[nH]c3c(Br)cccc3c2CCCO)cc(C)c1Br,-37.243558951619086,326
O=C(OCc1cccc(I)n1)c1[nH]c2c(Br)cccc2c1CCCO,-43.17706000038093,327
COc1ccc(COC(=O)c2[nH]c3c(Br)cccc3c2CCCO)cc1[N+](=O)[O-],-30.36400035714285,328
O=C(OCc1cc(Cl)c(Br)c(Cl)c1)c1[nH]c2c(Br)cccc2c1CCCO,-44.59671095123808,329
O=C(OCc1ccc(I)c(Br)c1)c1[nH]c2c(Br)cccc2c1CCCO,-33.14871537619037,330
Cc1cc(C)c(COC(=O)c2[nH]c3c(Br)cccc3c2CCCO)c(C)c1O,-43.67859219542864,331
Cc1c(C)c(COC(=O)c2[nH]c3c(Br)cccc3c2CCCO)c(C)c(C)c1Br,-35.36124761619048,332
CCc1nn(C)c(COC(=O)c2[nH]c3c(Br)cccc3c2CCCO)c1Cl,-48.31184407599997,333
Cc1nn(C)c(COC(=O)c2[nH]c3c(Br)cccc3c2CCCO)c1Br,-45.34220876761902,334
CCn1nc(COC(=O)c2[nH]c3c(Br)cccc3c2CCCO)cc1Cl,-31.072933750095245,335
COC(=O)c1cccc(COC(=O)c2[nH]c3c(Br)cccc3c2CCCO)c1Cl,-40.94016761371433,336
CC(C)c1cccc(COC(=O)c2[nH]c3c(Br)cccc3c2CCCO)n1,-43.45617992552381,337
Cn1cccc(COC(=O)c2[nH]c3c(Br)cccc3c2CCCO)c1=O,-35.66511438495239,338
CC(C)c1cc(COC(=O)c2[nH]c3c(Br)cccc3c2CCCO)[nH]n1,-31.6712029211429,339
O=C(OCCc1cc(Cl)cc(Cl)c1)c1[nH]c2c(Br)cccc2c1CCCO,-46.28095879790479,340
O=C(OCCOc1cc(Cl)cc(Cl)c1)c1[nH]c2c(Br)cccc2c1CCCO,-31.902898259999983,341
COC(=O)c1cccc(Cl)c1COC(=O)c1[nH]c2c(Br)cccc2c1CCCO,-45.920236296952346,342
COC(=O)c1cc(Cl)cc(COC(=O)c2[nH]c3c(Br)cccc3c2CCCO)n1,-32.469658299428566,343
O=C(OCc1cc(Br)c(Cl)c(Br)c1)c1[nH]c2c(Br)cccc2c1CCCO,-35.36123008571426,344
CC[C@@H](OC(=O)c1[nH]c2c(Br)cccc2c1CCCO)C1CCCCC1,-30.3984068060952,345
O=C(OCCc1cccc(Cl)c1Cl)c1[nH]c2c(Br)cccc2c1CCCO,-29.763681067619064,346
COc1ccc(C(C)C)cc1COC(=O)c1[nH]c2c(Br)cccc2c1CCCO,-48.05397436590474,347
COC(=O)c1cccc(COC(=O)c2[nH]c3c(Br)cccc3c2CCCO)c1Br,-33.373691435809604,348
Cc1cc(C)cc(COC(=O)c2[nH]c3c(Br)cccc3c2CCCO)c1,-41.59190929085717,349
Cc1cc(Cl)ccc1COC(=O)c1[nH]c2c(Br)cccc2c1CCCO,-46.666319901714346,350
O=C(OCc1cc(Cl)cc(Br)c1)c1[nH]c2c(Br)cccc2c1CCCO,-43.5802370217143,351
COc1c(C)cc(C)cc1COC(=O)c1[nH]c2c(Br)cccc2c1CCCO,-37.99069212266668,352
CC(C)c1ccc(COC(=O)c2[nH]c3c(Br)cccc3c2CCCO)cc1,-49.64279187466669,353
CC[C@H](C)c1ccc(COC(=O)c2[nH]c3c(Br)cccc3c2CCCO)cc1,-33.050212108190415,354
O=C(OCc1ccc(F)c(Cl)c1)c1[nH]c2c(Br)cccc2c1CCCO,-44.722345833333335,355
O=C(OCc1ccc(Br)c(Cl)c1)c1[nH]c2c(Br)cccc2c1CCCO,-45.31969570019045,356
O=C(OCc1ccc(F)c(Br)c1)c1[nH]c2c(Br)cccc2c1CCCO,-35.80121443047616,357
O=C(OCc1cc(Cl)cc(Cl)c1)c1[nH]c2c(Br)cccc2c1CCCO,-41.94947820914288,358
O=C(OCc1ccc(Cl)c(Cl)c1)c1[nH]c2c(Br)cccc2c1CCCO,-28.64803277828564,359
Cc1ccc(C)c(COC(=O)c2[nH]c3c(Br)cccc3c2CCCO)c1,-42.69528784171428,360
Cc1cc(C)cc([C@@H](C)OC(=O)c2[nH]c3c(Br)cccc3c2CCCO)c1,-38.9002950297143,361
O=C(OCc1cccc(I)c1)c1[nH]c2c(Br)cccc2c1CCCO,-30.16509159371432,362
Cc1ccc(F)cc1COC(=O)c1[nH]c2c(Br)cccc2c1CCCO,-36.34804369619051,363
Cc1cccc2[nH]cc(CCC(=O)Oc3c(Cl)cc(Br)cc3Cl)c12,-31.487685871619096,364
Cc1cc(Br)ccc1[C@@H](C)OC(=O)c1[nH]c2c(Br)cccc2c1CCCO,-30.657247927428624,365
CCCOc1cc(C)cc(C)c1Br,-27.2298740137143,366
Cn1ncc2cc(COC(=O)c3[nH]c4c(Br)cccc4c3CCCO)ccc21,-32.41338838380945,367
O=C(OCc1cc(Cl)cc(C(F)(F)F)c1)c1[nH]c2c(Br)cccc2c1CCCO,-41.704470267809526,368
O=C(OCc1cccc(Cl)n1)c1[nH]c2c(Br)cccc2c1CCCO,-40.30488867199999,369
CCc1csc(COC(=O)c2[nH]c3c(Br)cccc3c2CCCO)n1,-33.770636295619035,370
Cc1cc(C2CC2)ccc1COC(=O)c1[nH]c2c(Br)cccc2c1CCCO,-49.88963756914285,371
Cc1ccc(F)c(COC(=O)c2[nH]c3c(Br)cccc3c2CCCO)c1,-41.06167401790474,372
Cc1cc(F)ccc1COC(=O)c1[nH]c2c(Br)cccc2c1CCCO,-43.32290998076186,373
Cc1cccc(F)c1COC(=O)c1[nH]c2c(Br)cccc2c1CCCO,-35.289863759428606,374
O=C(OCCc1ccccc1CO)c1[nH]c2c(Br)cccc2c1CCCO,-37.66908398819052,375
Cc1cc(F)c(COC(=O)c2[nH]c3c(Br)cccc3c2CCCO)c(F)c1,-29.5519908508572,376
O=C(OCc1ccc(Cl)cc1Br)c1[nH]c2c(Br)cccc2c1CCCO,-42.25318391352376,377
O=C(OCc1cc(Cl)ccc1Br)c1[nH]c2c(Br)cccc2c1CCCO,-37.36017736190475,378
O=C(O[C@@H]1CCc2c(Cl)cc(Cl)cc21)c1[nH]c2c(Br)cccc2c1CCCO,-38.57646051199996,379
O=C(OCc1ccc(Br)cc1Br)c1[nH]c2c(Br)cccc2c1CCCO,-38.93605357733337,380
O=C(OC[C@@H]1CCc2ccccc21)c1[nH]c2c(Br)cccc2c1CCCO,-27.443754114857136,381
COC(=O)c1cc(Cl)cc(COC(=O)c2[nH]c3c(Br)cccc3c2CCCO)c1,-38.51989027542861,382
CS(=O)(=O)Cc1ccc(COC(=O)c2[nH]c3c(Br)cccc3c2CCCO)cc1,-31.788980136952382,383
O=C(OCc1ccc(Cl)c(Br)c1)c1[nH]c2c(Br)cccc2c1CCCO,-40.058621639809616,384
COc1cc(Br)c(COC(=O)c2[nH]c3c(Br)cccc3c2CCCO)cc1OC,-37.69066785314287,385
O=C(OCc1ccc(Br)c(Cl)n1)c1[nH]c2c(Br)cccc2c1CCCO,-30.27195423676191,386
O=C(OCc1csc2cc(Cl)ccc12)c1[nH]c2c(Br)cccc2c1CCCO,-38.68217308495241,387
Cc1cc(C)cc(CCOC(=O)c2[nH]c3c(Br)cccc3c2CCCO)c1,-32.802724273333304,388
O=C(OCc1sccc1I)c1[nH]c2c(Br)cccc2c1CCCO,-36.49988371314281,389
COc1ccc(COC(=O)c2[nH]c3c(Br)cccc3c2CCCO)c(Cl)c1OC,-43.996732429714285,390
COc1ccc(COC(=O)c2[nH]c3c(Br)cccc3c2CCCO)c(Br)c1OC,-39.76215146171426,391
COc1ccc(COC(=O)c2[nH]c3c(Br)cccc3c2CCCO)cc1Cl,-46.05365735714287,392
COc1cc(COC(=O)c2[nH]c3c(Br)cccc3c2CCCO)ccc1Cl,-42.86277350609524,393
COc1ccc(COC(=O)c2[nH]c3c(Br)cccc3c2CCCO)c(Cl)c1,-33.994254551618994,394
COc1cc(COC(=O)c2[nH]c3c(Br)cccc3c2CCCO)ccc1I,-35.054938274285675,395
COc1cccc(COC(=O)c2[nH]c3c(Br)cccc3c2CCCO)c1Br,-45.38421527999994,396
Cc1c(Cl)ccc([C@@H](C)OC(=O)c2[nH]c3c(Br)cccc3c2CCCO)c1Cl,-34.10946892038098,397
O=C(OCc1cccc(OC(F)F)c1Br)c1[nH]c2c(Br)cccc2c1CCCO,-46.17386922838101,398
COC(=O)c1cccc(Br)c1COC(=O)c1[nH]c2c(Br)cccc2c1CCCO,-39.075613813714334,399
O=C(OCc1cc(Cl)cc(Cl)c1[N+](=O)[O-])c1[nH]c2c(Br)cccc2c1CCCO,-49.70041332247613,400
CCCN(CC1CC1)C(=O)COC(=O)c1[nH]c2c(Br)cccc2c1CCCO,-31.75459739238089,401
O=C(OCCOc1cc(Cl)ccc1Cl)c1[nH]c2c(Br)cccc2c1CCCO,-32.062853933523854,402
O=C(OCc1cc(O)cc(C(F)(F)F)c1)c1[nH]c2c(Br)cccc2c1CCCO,-33.3551883611429,403
Cc1c(COC(=O)c2[nH]c3c(Br)cccc3c2CCCO)cc(Cl)cc1[N+](=O)[O-],-43.586484450666624,404
Cc1c(COC(=O)c2[nH]c3c(Br)cccc3c2CCCO)cc(Br)cc1[N+](=O)[O-],-48.55080184114291,405
O=C(OCc1c(Br)cc(F)cc1[N+](=O)[O-])c1[nH]c2c(Br)cccc2c1CCCO,-50.82010996876194,406
O=C(OCc1c(Cl)cccc1[N+](=O)[O-])c1[nH]c2c(Br)cccc2c1CCCO,-45.34361796895233,407
O=C(OCc1ccc(Cl)cc1[N+](=O)[O-])c1[nH]c2c(Br)cccc2c1CCCO,-39.394801205523805,408
O=C(OCc1cc([N+](=O)[O-])c(Cl)cc1Br)c1[nH]c2c(Br)cccc2c1CCCO,-32.43147455314284,409
O=C(OCc1cc(Cl)ccc1[N+](=O)[O-])c1[nH]c2c(Br)cccc2c1CCCO,-48.857742049714304,410
O=C(OCc1cc(Cl)cc([N+](=O)[O-])c1)c1[nH]c2c(Br)cccc2c1CCCO,-43.32419805447619,411
O=C(OCc1ccc(Cl)c([N+](=O)[O-])c1)c1[nH]c2c(Br)cccc2c1CCCO,-35.96717522742857,412
O=C(OCc1ccc(Br)cc1[N+](=O)[O-])c1[nH]c2c(Br)cccc2c1CCCO,-29.631134831238143,413
O=C(OCc1ccc(I)c([N+](=O)[O-])c1)c1[nH]c2c(Br)cccc2c1CCCO,-47.66005805638093,414
O=C(OCc1cc(I)cc([N+](=O)[O-])c1)c1[nH]c2c(Br)cccc2c1CCCO,-35.61873455504762,415
Cc1cc(C)c([N+](=O)[O-])cc1COC(=O)c1[nH]c2c(Br)cccc2c1CCCO,-47.171236670857176,416
O=C(OCc1cc([N+](=O)[O-])ccc1Cl)c1[nH]c2c(Br)cccc2c1CCCO,-47.04520591561899,417
O=C(OCc1ccc([N+](=O)[O-])c(Cl)c1)c1[nH]c2c(Br)cccc2c1CCCO,-42.473752811238086,418
O=C(OCc1ccc([N+](=O)[O-])cc1Cl)c1[nH]c2c(Br)cccc2c1CCCO,-36.1512690371429,419
COc1cccc([N+](=O)[O-])c1COC(=O)c1[nH]c2c(Br)cccc2c1CCCO,-39.8378200371429,420
Cc1c(COC(=O)c2[nH]c3c(Br)cccc3c2CCCO)cc(F)cc1[N+](=O)[O-],-37.41818565219046,421
COc1ccc([N+](=O)[O-])c(COC(=O)c2[nH]c3c(Br)cccc3c2CCCO)c1,-33.459391214857206,422
O=C(OCc1cccc([N+](=O)[O-])c1Br)c1[nH]c2c(Br)cccc2c1CCCO,-29.368997544380917,423
O=C(OCc1cc(O)ccc1[N+](=O)[O-])c1[nH]c2c(Br)cccc2c1CCCO,-48.04607355542859,424
O=C(OCc1ccc([N+](=O)[O-])c(O)c1)c1[nH]c2c(Br)cccc2c1CCCO,-33.03882635676193,425
O=C(OCc1c(Cl)cccc1C(F)(F)F)c1[nH]c2c(Br)cccc2c1CCCO,-34.86074297257143,426
COc1cc(COC(=O)c2[nH]c3c(Br)cccc3c2CCCO)ccc1[N+](=O)[O-],-37.96765232266661,427
CC(C)CN(CC(C)(C)C)C(=O)c1[nH]c2c(Br)cccc2c1CCCO,-33.82331089714289,428
O=C(OCc1sc(Cl)cc1Cl)c1[nH]c2c(Br)cccc2c1CCCO,-37.66681114838092,429
Cc1cc(COC(=O)c2[nH]c3c(Br)cccc3c2CCCO)cc(Cl)n1,-38.84609146723807,430
O=C(OCc1cc(Br)cc([N+](=O)[O-])c1)c1[nH]c2c(Br)cccc2c1CCCO,-46.78473369199999,431
O=C(OCc1ccc(Br)c([N+](=O)[O-])c1)c1[nH]c2c(Br)cccc2c1CCCO,-46.114826447238045,432
Cc1nc(COC(=O)c2[nH]c3c(Br)cccc3c2CCCO)ccc1Br,-42.04618942361899,433
COc1cc(COC(=O)c2[nH]c3c(Br)cccc3c2CCCO)cc([N+](=O)[O-])c1,-39.14607969333339,434
O=C(OCc1csc2cc(Br)ccc12)c1[nH]c2c(Br)cccc2c1CCCO,-40.48776010457147,435
Cc1cc([N+](=O)[O-])cc(COC(=O)c2[nH]c3c(Br)cccc3c2CCCO)n1,-46.54972459733333,436
O=C(OCc1cc([N+](=O)[O-])ccc1Br)c1[nH]c2c(Br)cccc2c1CCCO,-45.31892573104763,437
O=C(OCc1ccc([N+](=O)[O-])cc1Br)c1[nH]c2c(Br)cccc2c1CCCO,-28.972877455619063,438
Cc1cc(COC(=O)c2[nH]c3c(Br)cccc3c2CCCO)c(Br)cn1,-36.42940843257151,439
COC(=O)c1cc(Br)cc(COC(=O)c2[nH]c3c(Br)cccc3c2CCCO)c1,-40.52121757523808,440
COc1cc(Br)ccc1CCCOC(=O)c1[nH]c2c(Br)cccc2c1CCCO,-43.37634550419046,441
COC(=O)c1c(Br)cccc1COC(=O)c1[nH]c2c(Br)cccc2c1CCCO,-25.71376713409532,442
Cc1ccc([C@@H](C)OC(=O)c2[nH]c3c(Br)cccc3c2CCCO)cc1[N+](=O)[O-],-49.93013694361899,443
Cc1ccc([C@H](C)OC(=O)c2[nH]c3c(Br)cccc3c2CCCO)cc1[N+](=O)[O-],-30.454094923809546,444
Cc1nc(COC(=O)c2[nH]c3c(Br)cccc3c2CCCO)ccc1[N+](=O)[O-],-29.59663169123809,445
O=C(OCCc1ccc(Cl)c(F)c1)c1[nH]c2c(Br)cccc2c1CCCO,-29.126910823428528,446
O=C(OCc1cc(Br)cc(Br)c1)c1[nH]c2c(Br)cccc2c1CCCO,-25.895868650476142,447
Cc1cc(C#N)cc(C)c1COC(=O)c1[nH]c2c(Br)cccc2c1CCCO,-33.559247144381004,448
CCCCSc1cccc(COC(=O)c2[nH]c3c(Br)cccc3c2CCCO)c1,-40.97357186038097,449
CCCOc1cccc(COC(=O)c2[nH]c3c(Br)cccc3c2CCCO)c1,-45.186123058285744,450
COCCOc1cccc(COC(=O)c2[nH]c3c(Br)cccc3c2CCCO)c1,-44.11951887428573,451
COCCOc1ccccc1COC(=O)c1[nH]c2c(Br)cccc2c1CCCO,-40.04807354361903,452
COc1cccc(COC(=O)c2[nH]c3c(Br)cccc3c2CCCO)c1C,-48.01790070266666,453
COc1cc(C)cc(COC(=O)c2[nH]c3c(Br)cccc3c2CCCO)c1,-39.99612236133338,454
CNC(=O)c1cccc(COC(=O)c2[nH]c3c(Br)cccc3c2CCCO)c1,-34.385177819047634,455
Cc1c(Cl)ccc([C@H](C)OC(=O)c2[nH]c3c(Br)cccc3c2CCCO)c1Cl,-38.07046284076188,456
COc1ccc(C)c(COC(=O)c2[nH]c3c(Br)cccc3c2CCCO)c1,-40.36675015104757,457
Cc1cc(COC(=O)c2[nH]c3c(Br)cccc3c2CCCO)cc(C)c1C,-35.25215007695246,458
CC(C)Oc1ccc(COC(=O)c2[nH]c3c(Br)cccc3c2CCCO)cc1Cl,-33.16087261980955,459
Cc1sc(COC(=O)c2[nH]c3c(Br)cccc3c2CCCO)cc1Br,-31.497761765904748,460
C#Cc1cccc(COC(=O)c2[nH]c3c(Br)cccc3c2CCCO)c1,-36.55435639828568,461
O=C(OCc1ccc(I)c(F)c1)c1[nH]c2c(Br)cccc2c1CCCO,-33.71406409352379,462
COc1ccc(C)cc1COC(=O)c1[nH]c2c(Br)cccc2c1CCCO,-45.55889707409523,463
CCOc1ccccc1COC(=O)c1[nH]c2c(Br)cccc2c1CCCO,-44.89821967904758,464
COc1cc([N+](=O)[O-])ccc1COC(=O)c1[nH]c2c(Br)cccc2c1CCCO,-45.73149055466664,465
COc1ccc([N+](=O)[O-])cc1COC(=O)c1[nH]c2c(Br)cccc2c1CCCO,-54.68426450285715,466
COc1c(COC(=O)c2[nH]c3c(Br)cccc3c2CCCO)cccc1[N+](=O)[O-],-49.84950835790482,467
O=C(OCc1cccc([N+](=O)[O-])c1)c1[nH]c2c(Br)cccc2c1CCCO,-40.56985023600001,468
Cn1cc([N+](=O)[O-])c(COC(=O)c2[nH]c3c(Br)cccc3c2CCCO)n1,-42.22111550723805,469
O=C(OCc1ccc([N+](=O)[O-])s1)c1[nH]c2c(Br)cccc2c1CCCO,-34.85463302076194,470
O=C(OCCc1ccc([N+](=O)[O-])cc1)c1[nH]c2c(Br)cccc2c1CCCO,-34.61642853238099,471
Cc1nc(F)ccc1COC(=O)c1[nH]c2c(Br)cccc2c1CCCO,-39.56201458571427,472
O=C(OCc1ccccc1[N+](=O)[O-])c1[nH]c2c(Br)cccc2c1CCCO,-43.1882733849524,473
O=C(OC/C=C/c1ccccc1[N+](=O)[O-])c1[nH]c2c(Br)cccc2c1CCCO,-34.89738317390479,474
COc1ccc(C)nc1COC(=O)c1[nH]c2c(Br)cccc2c1CCCO,-39.54496206476188,475
CCOc1cccc(COC(=O)c2[nH]c3c(Br)cccc3c2CCCO)n1,-37.70994728647617,476
COc1ccc(COC(=O)c2[nH]c3c(Br)cccc3c2CCCO)cc1C,-31.922223038095176,477
Cc1cccc(COC(=O)c2[nH]c3c(Br)cccc3c2CCCO)c1,-40.81692559980955,478
O=C(OCc1ccc[n+]([O-])c1)c1[nH]c2c(Br)cccc2c1CCCO,-41.82913295295232,479
O=C(OCc1ccc([N+](=O)[O-])cc1)c1[nH]c2c(Br)cccc2c1CCCO,-46.2529939508571,480
Cc1ccc([N+](=O)[O-])cc1[C@@H](C)OC(=O)c1[nH]c2c(Br)cccc2c1CCCO,-45.35995291599998,481
