name,dg_c2_pb_mean,dg_c2_gb_mean,dg_ie_pb_mean,dg_ie_gb_mean,dg_qh_pb_mean,dg_qh_gb_mean,dg_en_pb_mean,dg_en_gb_mean,c2_pb_mean,c2_gb_mean,ie_pb_mean,ie_gb_mean,qh_mean,dg_c2_pb_sem,dg_c2_gb_sem,dg_ie_pb_sem,dg_ie_gb_sem,dg_qh_pb_sem,dg_qh_gb_sem,dg_en_pb_sem,dg_en_gb_sem,c2_pb_sem,c2_gb_sem,ie_pb_sem,ie_gb_sem,qh_sem,num_replicas,total_samples
ZINCsT00001cYmtv,14.437820238095245,1.3331232312380992,-19.189941011904757,-32.2946380187619,,,-26.381659761904757,-39.4863567687619,40.81948,40.81948,7.19171875,7.19171875,,4.064568424836898,4.00859787630112,1.1471397067717295,1.1126639604460522,,,0.31953943935444284,0.23556917098532665,3.9119707587877643,3.9119707587877643,1.0456642614563665,1.0456642614563665,,1,210
