delta_g_gb
-38.12812880000081
-42.15834832000002
-40.91779592000002
-40.17675759999944
-44.16433176000014
-41.12860536000143
-40.216674639999525
-42.183371759999545
-37.130593600000026
-33.559532159999286
-34.49803047999996
-41.16281136000054
-36.890081280000025
-41.69221343999955
-39.754422799998515
-34.5071183200004
-39.82621520000004
-35.321826639999095
-37.6017217599996
-42.87160175999966
-39.93861383999992
