delta_g_pb
-25.007399999998526
-22.75159999999982
-22.336899999999705
-26.209000000001417
-27.107899999999745
-27.012100000000206
-25.587800000000684
-24.298100000000044
-21.868800000000963
-23.94709999999883
-23.273300000000358
-24.826600000000248
-28.585000000001088
-23.07720000000095
-25.678699999999996
-26.61589999999877
-23.648699999999955
-26.231400000000146
-26.19430000000076
-22.45809999999984
-23.558900000000644
