delta_g_pb
-26.50840000000001
-27.176700000000523
-32.525000000000475
-25.21940000000164
-27.590400000000002
-24.72789999999975
-28.678700000000674
-23.699499999999816
-29.778100000000258
-24.903200000000666
-26.37159999999995
-21.49929999999963
-24.679499999999877
-23.159700000000115
-28.981100000000552
-31.14470000000036
-24.150500000000015
-23.279499999998926
-26.859800000000043
-18.301200000000456
-25.88330000000029
