delta_g_gb
-41.6777819999998
-40.2260980000002
-43.95276936000067
-40.314117200001704
-43.963181360000064
-40.34747111999988
-36.138701120000675
-34.5032230399998
-37.89074896000049
-34.96226168000052
-37.041634959999826
-34.96459015999945
-37.99764927999982
-36.97730840000011
-38.451456960000385
-41.073830960000485
-35.43212864000029
-38.75675415999912
-41.521924800000384
-30.87501504000035
-38.953902800000684
