delta_g_pb
-27.011999999999418
-25.139500000001277
-30.75860000000076
-22.868899999998686
-21.80229999999919
-29.113800000000033
-26.018200000000103
-25.74039999999908
-30.071500000000768
-27.169200000001123
-31.361800000000102
-28.14949999999969
-21.745000000000616
-28.999800000000363
-27.23130000000029
-24.299400000000276
-26.759199999999925
-28.39049999999968
-29.752700000000527
-26.09140000000093
-26.130399999999568
