delta_g_gb
-40.052106000001366
-38.38735968000106
-39.398980319999325
-40.18647936000132
-41.21872712000102
-38.80147983999993
-36.57672592000003
-35.57793703999956
-44.1200206399987
-39.3040685599995
-38.33575176000056
-40.73372839999999
-44.643865919999854
-42.10352303999988
-45.84098783999861
-41.241355760000154
-40.06215231999878
-38.481792400001225
-41.53049663999937
-39.572639119998534
-39.487213039999666
