delta_g_pb
-26.164100000001405
-26.883700000001376
-28.899199999998977
-30.589400000001284
-29.90550000000108
-26.741899999999344
-24.690000000000335
-22.763199999999586
-29.354899999998615
-26.38989999999988
-21.310000000000862
-25.462100000000067
-28.380599999999827
-27.728199999999877
-26.462199999998866
-29.329900000000023
-28.299499999998652
-28.237600000000953
-30.401099999999257
-28.918699999998523
-29.75089999999973
