delta_g_pb
-22.19029999999976
-22.895900000000594
-21.85370000000043
-26.078399999998773
-28.885900000001115
-17.37530000000081
-23.96539999999937
-29.60750000000114
-22.33880000000105
-23.388100000000343
-25.72660000000008
-26.432200000000222
-26.564999999998758
-28.81520000000116
-27.09139999999872
-22.811899999999902
-21.998599999999044
-28.295500000000363
-23.32339999999999
-27.245200000000683
-21.61219999999992
