delta_g_gb
-37.78716039999967
-39.73576312000035
-36.232082560000784
-40.34095431999863
-41.46363040000131
-30.879094960000756
-39.69711471999948
-41.28240816000087
-35.869047280001325
-37.43341856000039
-39.02402864000009
-38.67751920000016
-39.01434487999836
-43.376772400000995
-40.157658719998864
-36.45192279999984
-37.1481939199989
-41.44180048000033
-39.06200392000004
-41.19459584000072
-35.24710880000015
