delta_g_gb
-42.99267431999937
-39.518428719999434
-38.0890939200012
-39.889007039999356
-39.16666592000046
-41.60933328000038
-40.8033862400015
-39.14044096000047
-38.85142271999862
-36.637184079999635
-40.55208871999881
-36.98910824000093
-40.31780752000137
-34.38701967999856
-38.01588983999989
-42.504340720000464
-39.129705840000376
-42.63522751999973
-41.69957023999969
-38.569324799999805
-39.64661896000041
