delta_g_pb
-29.78339999999919
-27.990399999999354
-26.609400000001102
-28.440899999999388
-27.822200000000652
-27.553700000000507
-28.654200000001715
-24.32890000000055
-26.722599999998604
-24.417999999999648
-29.45739999999898
-26.542600000000853
-25.38330000000149
-18.46409999999888
-27.563399999999923
-31.219400000000363
-24.528000000000308
-24.944999999999496
-28.218899999999763
-27.590299999999736
-29.675300000000405
