delta_g_pb
-25.05930000000119
-24.14499999999952
-18.591300000000125
-28.068600000000114
-25.59860000000101
-23.852900000000098
-26.892100000000234
-25.013299999999752
-27.707799999999597
-21.71040000000093
-25.67820000000047
-28.693899999999495
-23.968900000000552
-32.79410000000115
-26.646499999999868
-28.5568000000005
-28.28040000000089
-27.885299999999397
-24.651100000000977
-30.190499999999634
-25.60199999999965
