delta_g_gb
-38.858759840000154
-41.51383384000107
-41.717461120000245
-37.688760560000716
-40.67019680000074
-41.14236287999973
-39.398567840000084
-35.88798991999861
-39.75703384000045
-42.22976615999997
-42.09919096000021
-40.378421680001175
-39.63006336000005
-40.54360928000036
-38.535763120000865
-42.93167736000166
-39.72649424000025
-44.46141744000067
-41.79949079999886
-38.512334880000836
-36.51374719999826
