delta_g_pb
-28.120900000000486
-32.079200000001116
-30.03800000000026
-26.65970000000057
-29.512400000000625
-28.387099999999766
-23.873699999999914
-22.650499999998715
-26.25150000000024
-27.26880000000009
-25.364800000000077
-27.46110000000135
-23.927100000000088
-23.845000000000425
-26.556100000000967
-26.382500000001457
-23.594800000000518
-28.418000000001033
-25.408999999998613
-24.54420000000074
-24.354499999998175
