delta_g_gb
-45.338191839999276
-36.95549320000129
-42.797524399999595
-40.985472879999655
-40.01692743999901
-44.16243920000133
-43.769467999999584
-46.11987288000068
-44.44752904000005
-40.3569310400002
-42.09460944000081
-38.677303119999536
-42.72742720000022
-38.60789992000123
-38.856947279998664
-39.54715792000011
-39.60043487999931
-41.614604319999486
-43.16649000000004
-41.24458799999875
-43.65046296000118
