delta_g_pb
-31.063199999999405
-26.469900000001335
-31.568599999999687
-31.611499999999634
-28.39079999999902
-27.078000000001342
-32.22929999999948
-35.00770000000063
-32.25670000000007
-30.791300000000078
-30.236900000000634
-25.47959999999985
-30.17620000000036
-27.615500000001205
-28.056299999998974
-30.53310000000012
-28.864499999999268
-28.694399999999597
-31.240299999999895
-27.014499999998733
-30.689300000000927
